pred.temp.C,river.mile,river.segment,month,temp.station,SEGCODE,latitude,longitude
12.87567496,4,colorado1,6,4_colorado1,C1,39.57251282,-107.47383
17.53919063,4,colorado1,7,4_colorado1,C1,39.57251282,-107.47383
17.8674467,4,colorado1,8,4_colorado1,C1,39.57251282,-107.47383
14.97108978,4,colorado1,9,4_colorado1,C1,39.57251282,-107.47383
9.642539462,4,colorado1,10,4_colorado1,C1,39.57251282,-107.47383
4.296105495,4,colorado1,11,4_colorado1,C1,39.57251282,-107.47383
1.342662843,4,colorado1,12,4_colorado1,C1,39.57251282,-107.47383
1.275918417,4,colorado1g,1,4_colorado1g,C2,38.15108668,-109.9275561
3.663451723,4,colorado1g,2,4_colorado1g,C2,38.15108668,-109.9275561
8.362932144,4,colorado1g,3,4_colorado1g,C2,38.15108668,-109.9275561
11.56686928,4,colorado1g,4,4_colorado1g,C2,38.15108668,-109.9275561
15.49227898,4,colorado1g,5,4_colorado1g,C2,38.15108668,-109.9275561
20.49541308,4,colorado1g,6,4_colorado1g,C2,38.15108668,-109.9275561
24.83381545,4,colorado1g,7,4_colorado1g,C2,38.15108668,-109.9275561
24.16187526,4,colorado1g,8,4_colorado1g,C2,38.15108668,-109.9275561
19.85483682,4,colorado1g,9,4_colorado1g,C2,38.15108668,-109.9275561
13.18271834,4,colorado1g,10,4_colorado1g,C2,38.15108668,-109.9275561
7.184665608,4,colorado1g,11,4_colorado1g,C2,38.15108668,-109.9275561
1.865319928,4,colorado1g,12,4_colorado1g,C2,38.15108668,-109.9275561
9.502468722,4,colorado2,1,4_colorado2,C3,36.893694,-111.523785
8.628666288,4,colorado2,2,4_colorado2,C3,36.893694,-111.523785
8.51608652,4,colorado2,3,4_colorado2,C3,36.893694,-111.523785
8.697050238,4,colorado2,4,4_colorado2,C3,36.893694,-111.523785
9.010409588,4,colorado2,5,4_colorado2,C3,36.893694,-111.523785
9.597941777,4,colorado2,6,4_colorado2,C3,36.893694,-111.523785
10.35213659,4,colorado2,7,4_colorado2,C3,36.893694,-111.523785
10.84554884,4,colorado2,8,4_colorado2,C3,36.893694,-111.523785
11.32968875,4,colorado2,9,4_colorado2,C3,36.893694,-111.523785
11.39649166,4,colorado2,10,4_colorado2,C3,36.893694,-111.523785
11.58672152,4,colorado2,11,4_colorado2,C3,36.893694,-111.523785
10.99516565,4,colorado2,12,4_colorado2,C3,36.893694,-111.523785
2.864173455,4,green1,1,4_green1,G1,41.97542,-110.047248
2.940927081,4,green1,2,4_green1,G1,41.97542,-110.047248
3.476560125,4,green1,3,4_green1,G1,41.97542,-110.047248
5.687762057,4,green1,4,4_green1,G1,41.97542,-110.047248
11.20142004,4,green1,5,4_green1,G1,41.97542,-110.047248
15.22317574,4,green1,6,4_green1,G1,41.97542,-110.047248
17.76712991,4,green1,7,4_green1,G1,41.97542,-110.047248
18.45762264,4,green1,8,4_green1,G1,41.97542,-110.047248
16.59708901,4,green1,9,4_green1,G1,41.97542,-110.047248
10.3319564,4,green1,10,4_green1,G1,41.97542,-110.047248
6.138839797,4,green1,11,4_green1,G1,41.97542,-110.047248
2.435168705,4,green1,12,4_green1,G1,41.97542,-110.047248
4.113648441,4,green2,1,4_green2,G2,40.8971934,-109.3594034
3.457925687,4,green2,2,4_green2,G2,40.8971934,-109.3594034
3.862497548,4,green2,3,4_green2,G2,40.8971934,-109.3594034
5.446052464,4,green2,4,4_green2,G2,40.8971934,-109.3594034
7.836292265,4,green2,5,4_green2,G2,40.8971934,-109.3594034
11.29633747,4,green2,6,4_green2,G2,40.8971934,-109.3594034
13.74865612,4,green2,7,4_green2,G2,40.8971934,-109.3594034
14.25218686,4,green2,8,4_green2,G2,40.8971934,-109.3594034
13.64055917,4,green2,9,4_green2,G2,40.8971934,-109.3594034
11.27564537,4,green2,10,4_green2,G2,40.8971934,-109.3594034
8.57577316,4,green2,11,4_green2,G2,40.8971934,-109.3594034
5.675033926,4,green2,12,4_green2,G2,40.8971934,-109.3594034
4.95493457,4,san.juan,1,4_san.juan,T4,36.81510731,-107.6660084
4.671641738,4,san.juan,2,4_san.juan,T4,36.81510731,-107.6660084
5.053115065,4,san.juan,3,4_san.juan,T4,36.81510731,-107.6660084
5.381664245,4,san.juan,4,4_san.juan,T4,36.81510731,-107.6660084
6.005114835,4,san.juan,5,4_san.juan,T4,36.81510731,-107.6660084
6.856888643,4,san.juan,6,4_san.juan,T4,36.81510731,-107.6660084
7.337089996,4,san.juan,7,4_san.juan,T4,36.81510731,-107.6660084
7.188007607,4,san.juan,8,4_san.juan,T4,36.81510731,-107.6660084
7.22473313,4,san.juan,9,4_san.juan,T4,36.81510731,-107.6660084
7.195702082,4,san.juan,10,4_san.juan,T4,36.81510731,-107.6660084
6.732130501,4,san.juan,11,4_san.juan,T4,36.81510731,-107.6660084
6.139547977,4,san.juan,12,4_san.juan,T4,36.81510731,-107.6660084
0.015822711,4,yampa,1,4_yampa,T1,40.5244702,-108.0705924
0.20002133,4,yampa,2,4_yampa,T1,40.5244702,-108.0705924
3.217582047,4,yampa,3,4_yampa,T1,40.5244702,-108.0705924
8.598172115,4,yampa,4,4_yampa,T1,40.5244702,-108.0705924
11.09413347,4,yampa,5,4_yampa,T1,40.5244702,-108.0705924
15.66537532,4,yampa,6,4_yampa,T1,40.5244702,-108.0705924
21.79814643,4,yampa,7,4_yampa,T1,40.5244702,-108.0705924
21.26029999,4,yampa,8,4_yampa,T1,40.5244702,-108.0705924
16.82409463,4,yampa,9,4_yampa,T1,40.5244702,-108.0705924
10.02141749,4,yampa,10,4_yampa,T1,40.5244702,-108.0705924
3.08388124,4,yampa,11,4_yampa,T1,40.5244702,-108.0705924
0.183680957,4,yampa,12,4_yampa,T1,40.5244702,-108.0705924
0.724557494,5,colorado1,1,5_colorado1,C1,39.56514004,-107.4884367
2.275554862,5,colorado1,2,5_colorado1,C1,39.56514004,-107.4884367
5.958848569,5,colorado1,3,5_colorado1,C1,39.56514004,-107.4884367
8.821723302,5,colorado1,4,5_colorado1,C1,39.56514004,-107.4884367
10.37309016,5,colorado1,5,5_colorado1,C1,39.56514004,-107.4884367
12.91089534,5,colorado1,6,5_colorado1,C1,39.56514004,-107.4884367
17.57506574,5,colorado1,7,5_colorado1,C1,39.56514004,-107.4884367
17.90369872,5,colorado1,8,5_colorado1,C1,39.56514004,-107.4884367
15.00204743,5,colorado1,9,5_colorado1,C1,39.56514004,-107.4884367
9.663239967,5,colorado1,10,5_colorado1,C1,39.56514004,-107.4884367
4.314101935,5,colorado1,11,5_colorado1,C1,39.56514004,-107.4884367
1.345793111,5,colorado1,12,5_colorado1,C1,39.56514004,-107.4884367
1.27682201,5,colorado1g,1,5_colorado1g,C2,38.13761578,-109.9318038
3.667204424,5,colorado1g,2,5_colorado1g,C2,38.13761578,-109.9318038
8.367235665,5,colorado1g,3,5_colorado1g,C2,38.13761578,-109.9318038
11.56984391,5,colorado1g,4,5_colorado1g,C2,38.13761578,-109.9318038
15.49372521,5,colorado1g,5,5_colorado1g,C2,38.13761578,-109.9318038
20.49692666,5,colorado1g,6,5_colorado1g,C2,38.13761578,-109.9318038
24.83733756,5,colorado1g,7,5_colorado1g,C2,38.13761578,-109.9318038
24.16901021,5,colorado1g,8,5_colorado1g,C2,38.13761578,-109.9318038
19.8604026,5,colorado1g,9,5_colorado1g,C2,38.13761578,-109.9318038
13.18690758,5,colorado1g,10,5_colorado1g,C2,38.13761578,-109.9318038
7.187182019,5,colorado1g,11,5_colorado1g,C2,38.13761578,-109.9318038
1.867227406,5,colorado1g,12,5_colorado1g,C2,38.13761578,-109.9318038
9.50166672,5,colorado2,1,5_colorado2,C3,36.884831,-111.524609
8.633278163,5,colorado2,2,5_colorado2,C3,36.884831,-111.524609
8.529090882,5,colorado2,3,5_colorado2,C3,36.884831,-111.524609
8.716834206,5,colorado2,4,5_colorado2,C3,36.884831,-111.524609
9.038770556,5,colorado2,5,5_colorado2,C3,36.884831,-111.524609
9.631464972,5,colorado2,6,5_colorado2,C3,36.884831,-111.524609
10.3866371,5,colorado2,7,5_colorado2,C3,36.884831,-111.524609
10.87740051,5,colorado2,8,5_colorado2,C3,36.884831,-111.524609
11.36009194,5,colorado2,9,5_colorado2,C3,36.884831,-111.524609
11.41455932,5,colorado2,10,5_colorado2,C3,36.884831,-111.524609
11.59062967,5,colorado2,11,5_colorado2,C3,36.884831,-111.524609
10.99185297,5,colorado2,12,5_colorado2,C3,36.884831,-111.524609
2.778598613,5,green1,1,5_green1,G1,41.977321,-110.028998
2.885752516,5,green1,2,5_green1,G1,41.977321,-110.028998
3.50260719,5,green1,3,5_green1,G1,41.977321,-110.028998
5.721438066,5,green1,4,5_green1,G1,41.977321,-110.028998
11.23122861,5,green1,5,5_green1,G1,41.977321,-110.028998
15.26307043,5,green1,6,5_green1,G1,41.977321,-110.028998
17.81939773,5,green1,7,5_green1,G1,41.977321,-110.028998
18.49370802,5,green1,8,5_green1,G1,41.977321,-110.028998
16.60289572,5,green1,9,5_green1,G1,41.977321,-110.028998
